year,fage,fsize,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1991,f) 5,j) 10000+,16,426,74978,76333,5,1.149,23,5.287,4982,754,4228,0.988,6.527,7805,1715,6090,2.247,10.225,-2823,-3.698,13.053,0,0,0
1991,g) 6 to 10,a) 1 to 4,459330,461025,1071352,1162126,22192,4.570,71421,14.707,177138,49937,127201,4.297,15.243,358487,193045,165442,16.611,30.848,-181349,-15.605,30.485,56245,56893,158753
1991,g) 6 to 10,b) 5 to 9,184857,189662,1238285,1292577,2791,1.455,7127,3.715,170390,21089,149301,1.632,13.182,278557,87376,191181,6.760,21.551,-108167,-8.368,26.364,5699,6087,75885
1991,g) 6 to 10,c) 10 to 19,104904,114298,1407503,1460948,2992,2.610,3700,3.227,191075,27217,163858,1.863,13.079,297949,85482,212467,5.851,20.394,-106874,-7.315,26.158,2755,3157,75893
1991,g) 6 to 10,d) 20 to 99,73697,99191,2776017,2876428,6137,6.237,4537,4.611,405277,84706,320571,2.945,14.090,606073,173442,432631,6.030,21.070,-200796,-6.981,28.179,1840,2486,137463
1991,g) 6 to 10,e) 100 to 499,9154,29723,1692259,1733114,2719,9.281,1863,6.359,263734,69259,194475,3.996,15.217,345090,93433,251657,5.391,19.912,-81356,-4.694,30.435,155,322,51975
1991,g) 6 to 10,f) 500 to 999,755,6810,435011,442552,955,14.398,601,9.061,66355,28700,37655,6.485,14.994,81857,25954,55903,5.865,18.497,-15502,-3.503,29.987,6,21,8019
1991,g) 6 to 10,g) 1000 to 2499,504,7822,677461,679128,1111,14.713,569,7.535,89223,40083,49140,5.902,13.138,93041,30819,62222,4.538,13.700,-3818,-0.562,26.276,3,4,9614
1991,g) 6 to 10,h) 2500 to 4999,136,4738,346812,350707,309,6.478,373,7.820,33072,11412,21660,3.254,9.430,41239,11112,30127,3.168,11.759,-8167,-2.329,18.860,0,0,0
1991,g) 6 to 10,i) 5000 to 9999,72,2265,265849,261564,468,22.414,114,5.460,35918,18787,17131,7.183,13.732,25805,6347,19458,2.427,9.866,10113,3.866,19.731,0,0,0
1991,g) 6 to 10,j) 10000+,59,7607,424760,435897,1011,14.005,235,3.255,68894,34780,34114,7.979,15.805,90936,9008,81928,2.067,20.862,-22042,-5.057,31.610,0,0,0
1991,h) 11 to 15,a) 1 to 4,248126,249473,578635,626539,10470,3.998,35264,13.466,87572,23041,64531,3.678,13.977,183340,94689,88651,15.113,29.262,-95768,-15.285,27.954,27313,27690,76688
1991,h) 11 to 15,b) 5 to 9,108396,112236,724176,756024,1569,1.384,3787,3.341,89092,10788,78304,1.427,11.784,152875,44971,107904,5.948,20.221,-63783,-8.437,23.569,2916,3149,38729
1991,h) 11 to 15,c) 10 to 19,64782,72307,862457,896382,2140,2.959,2172,3.003,103493,17239,86254,1.923,11.546,171215,45395,125820,5.064,19.101,-67722,-7.555,23.091,1450,1768,39748
1991,h) 11 to 15,d) 20 to 99,48989,70449,1848672,1921202,4326,6.186,3294,4.710,238400,54119,184281,2.817,12.409,383363,106420,276943,5.539,19.954,-144963,-7.545,24.818,1113,1605,82002
1991,h) 11 to 15,e) 100 to 499,6639,25756,1222205,1251723,2501,9.858,1732,6.827,174070,55762,118308,4.455,13.906,232786,64652,168134,5.165,18.597,-58716,-4.691,27.813,103,215,34667
1991,h) 11 to 15,f) 500 to 999,618,6954,356156,363246,741,10.840,505,7.387,54568,19464,35104,5.358,15.022,68682,20435,48247,5.626,18.908,-14114,-3.886,30.045,6,6,7783
1991,h) 11 to 15,g) 1000 to 2499,308,7523,371345,375592,1001,13.940,317,4.414,57286,18763,38523,4.996,15.252,65228,16872,48356,4.492,17.367,-7942,-2.115,30.504,(D),(D),(D)
1991,h) 11 to 15,h) 2500 to 4999,85,3898,201521,202496,398,10.507,178,4.699,32352,14964,17388,7.390,15.977,34320,6038,28282,2.982,16.949,-1968,-0.972,31.953,0,0,0
1991,h) 11 to 15,i) 5000 to 9999,48,3606,228797,229692,96,2.608,246,6.683,24147,5556,18591,2.419,10.513,25568,6803,18765,2.962,11.131,-1421,-0.619,21.026,0,0,0
1991,h) 11 to 15,j) 10000+,40,2595,309852,305624,599,25.506,106,4.514,52913,25765,27148,8.430,17.313,44425,8252,36173,2.700,14.536,8488,2.777,29.072,0,0,0
1991,i) 16 to 20,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,i) 16 to 20,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,i) 16 to 20,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,i) 16 to 20,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,i) 16 to 20,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,i) 16 to 20,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,i) 16 to 20,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,i) 16 to 20,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,i) 16 to 20,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,i) 16 to 20,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,j) 21 to 25,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,k) 26+,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1991,l) Left Censored,a) 1 to 4,513848,517745,1233557,1336239,14231,2.621,64459,11.874,148129,32928,115201,2.464,11.086,353526,179326,174200,13.420,26.457,-205397,-15.371,22.171,53579,54723,155380
1991,l) Left Censored,b) 5 to 9,277186,288963,1863524,1938662,4605,1.583,8590,2.952,192460,28842,163618,1.488,9.927,342136,99119,243017,5.113,17.648,-149676,-7.721,19.855,6520,7272,87554
1991,l) Left Censored,c) 10 to 19,196360,222627,2638938,2726583,8217,3.710,5969,2.695,274426,66257,208169,2.430,10.065,449242,117847,331395,4.322,16.476,-174816,-6.412,20.130,3736,4737,104067
1991,l) Left Censored,d) 20 to 99,193926,298886,7752211,8003788,20502,6.949,12807,4.341,870222,261121,609101,3.262,10.873,1373027,368757,1004270,4.607,17.155,-502805,-6.282,21.745,3609,5261,278461
1991,l) Left Censored,e) 100 to 499,40141,176725,7643800,7810105,13683,7.831,9699,5.551,840286,249293,590993,3.192,10.759,1174665,296195,878470,3.792,15.040,-334379,-4.281,21.518,426,1513,146740
1991,l) Left Censored,f) 500 to 999,5572,61120,3255693,3288288,5289,8.755,3876,6.416,362911,110165,252746,3.350,11.036,428088,107388,320700,3.266,13.019,-65177,-1.982,22.073,23,122,29398
1991,l) Left Censored,g) 1000 to 2499,3778,85294,4833802,4846834,7684,9.154,4976,5.928,530062,186211,343851,3.842,10.936,557678,128756,428922,2.656,11.506,-27616,-0.570,21.873,7,25,16778
1991,l) Left Censored,h) 2500 to 4999,1546,68375,3692976,3702552,5944,8.822,3955,5.870,429827,164568,265259,4.445,11.609,450003,108517,341486,2.931,12.154,-20176,-0.545,23.218,0,0,0
1991,l) Left Censored,i) 5000 to 9999,946,82438,4148688,4174354,5681,6.939,4545,5.551,456630,146040,310590,3.499,10.939,508318,126101,382217,3.021,12.177,-51688,-1.238,21.878,0,0,0
1991,l) Left Censored,j) 10000+,788,350991,21032586,21177212,29336,8.477,19476,5.628,2304815,817536,1487279,3.860,10.883,2602163,580975,2021188,2.743,12.288,-297348,-1.404,21.767,0,0,0
1992,a) 0,a) 1 to 4,390882,391641,1040216,520108,391641,200.000,0,0,1040216,1040216,0,200.000,200.000,0,0,0,0,0,1040216,200.000,0,0,0,0
1992,a) 0,b) 5 to 9,29464,30789,389206,194603,30789,200.000,0,0,389206,389206,0,200.000,200.000,0,0,0,0,0,389206,200.000,0,0,0,0
1992,a) 0,c) 10 to 19,12335,13998,332321,166161,13998,200.000,0,0,332321,332321,0,200.000,200.000,0,0,0,0,0,332321,200.000,0,0,0,0
1992,a) 0,d) 20 to 99,6871,9846,491810,245905,9846,200.000,0,0,491810,491810,0,200.000,200.000,0,0,0,0,0,491810,200.000,0,0,0,0
1992,a) 0,e) 100 to 499,608,1839,214886,107443,1839,200.000,0,0,214886,214886,0,200.000,200.000,0,0,0,0,0,214886,200.000,0,0,0,0
1992,a) 0,f) 500 to 999,38,637,50108,25054,637,200.000,0,0,50108,50108,0,200.000,200.000,0,0,0,0,0,50108,200.000,0,0,0,0
1992,a) 0,g) 1000 to 2499,11,120,29691,14846,120,200.000,0,0,29691,29691,0,200.000,200.000,0,0,0,0,0,29691,200.000,0,0,0,0
1992,a) 0,h) 2500 to 4999,(D),(D),(D),(D),(D),(D),0,0,(D),(D),0,(D),(D),0,0,0,0,0,(D),(D),0,0,0,0
1992,a) 0,i) 5000 to 9999,(D),(D),(D),(D),(D),(D),0,0,(D),(D),0,(D),(D),0,0,0,0,0,(D),(D),0,0,0,0
1992,a) 0,j) 10000+,0,0,0,0,0,,0,0,0,0,0,.,.,0,0,0,0,0,0,.,0,0,0,0
1992,b) 1,a) 1 to 4,236788,237134,537919,619639,670,0.236,93007,32.830,138299,1632,136667,0.263,22.319,296039,219371,76668,35.403,47.776,-157740,-25.457,44.639,74795,74816,181586
1992,b) 1,b) 5 to 9,57664,58607,417257,418973,1695,2.803,5432,8.982,127275,7326,119949,1.749,30.378,131138,71174,59964,16.988,31.300,-3863,-0.922,60.756,4781,4786,63074
1992,b) 1,c) 10 to 19,27667,28899,405118,399184,1520,5.199,2200,7.524,127904,11893,116011,2.979,32.041,116137,57347,58790,14.366,29.094,11767,2.948,58.187,1915,1942,51407
1992,b) 1,d) 20 to 99,16459,19429,664346,644231,2020,10.615,1223,6.427,215794,33381,182413,5.182,33.496,175757,82015,93742,12.731,27.282,40037,6.215,54.563,991,1020,73471
1992,b) 1,e) 100 to 499,1436,3284,290614,275881,790,26.457,194,6.497,104740,25228,79512,9.145,37.966,75881,32146,43735,11.652,27.505,28859,10.461,55.010,87,143,26485
1992,b) 1,f) 500 to 999,84,597,58110,54377,73,12.718,27,4.704,18257,3841,14416,7.064,33.575,10643,3131,7512,5.758,19.573,7614,14.002,39.145,(D),(D),(D)
1992,b) 1,g) 1000 to 2499,27,95,37820,32313,5,5.236,(D),(D),13056,1324,11732,4.097,40.405,2137,(D),1945,(D),6.614,10919,33.792,13.227,0,0,0
1992,b) 1,h) 2500 to 4999,20,510,34232,39388,(D),(D),(D),(D),4184,(D),4087,(D),10.623,14268,(D),10210,(D),36.224,-10084,-25.602,21.245,0,0,0
1992,b) 1,i) 5000 to 9999,6,1337,26976,29080,0,0.000,(D),(D),238,0,238,0.000,0.818,4715,(D),4675,(D),16.214,-4477,-15.396,1.637,0,0,0
1992,b) 1,j) 10000+,10,51,5617,5016,0,0.000,0,0.000,1290,0,1290,0.000,25.720,101,0,101,0.000,2.014,1189,23.707,4.028,0,0,0
1992,c) 2,a) 1 to 4,201618,201842,460117,511516,10805,4.826,54885,24.515,107506,25148,82358,4.916,21.017,209364,139596,69768,27.291,40.930,-101858,-19.913,42.034,44260,44288,115854
1992,c) 2,b) 5 to 9,57913,58767,401533,413935,1145,1.902,3994,6.635,91539,9164,82375,2.214,22.114,116468,51981,64487,12.558,28.137,-24929,-6.022,44.229,3459,3485,45760
1992,c) 2,c) 10 to 19,28476,30162,396473,405286,867,2.830,1821,5.943,90368,10033,80335,2.476,22.297,107792,46801,60991,11.548,26.597,-17424,-4.299,44.595,1535,1583,41558
1992,c) 2,d) 20 to 99,17833,22361,687469,695269,1034,4.600,1272,5.658,159462,20788,138674,2.990,22.935,174982,70853,104129,10.191,25.168,-15520,-2.232,45.871,857,986,61914
1992,c) 2,e) 100 to 499,1739,5220,326644,321603,753,15.143,258,5.189,85688,18728,66960,5.823,26.644,75284,24775,50509,7.704,23.409,10404,3.235,46.818,57,82,18889
1992,c) 2,f) 500 to 999,125,982,73381,74186,223,24.916,49,5.475,18414,6974,11440,9.401,24.822,18915,8488,10427,11.442,25.497,-501,-0.675,49.643,5,32,7903
1992,c) 2,g) 1000 to 2499,44,824,57825,61396,47,5.683,53,6.409,13281,3676,9605,5.987,21.632,19957,12627,7330,20.567,32.506,-6676,-10.874,43.264,(D),(D),(D)
1992,c) 2,h) 2500 to 4999,14,179,26640,28628,29,16.763,17,9.827,3327,1219,2108,4.258,11.621,7045,493,6552,1.722,24.609,-3718,-12.987,23.243,0,0,0
1992,c) 2,i) 5000 to 9999,7,280,26939,23942,0,0.000,(D),(D),8333,0,8333,0.000,34.805,2397,(D),2163,(D),10.012,5936,24.793,20.023,0,0,0
1992,c) 2,j) 10000+,8,12,779,674,0,0.000,0,0.000,239,0,239,0.000,35.486,46,0,46,0.000,6.830,193,28.656,13.660,0,0,0
1992,d) 3,a) 1 to 4,171328,171509,393891,433255,9577,5.128,40089,21.465,85137,21544,63593,4.973,19.651,163820,104141,59679,24.037,37.811,-78683,-18.161,39.301,32259,32320,86354
1992,d) 3,b) 5 to 9,54000,54760,371644,383408,942,1.685,3245,5.804,73908,7927,65981,2.068,19.277,97760,41830,55930,10.910,25.498,-23852,-6.221,38.553,2766,2805,36519
1992,d) 3,c) 10 to 19,28090,30060,388031,396191,848,2.790,1511,4.972,77918,9141,68777,2.307,19.667,93965,36780,57185,9.283,23.717,-16047,-4.050,39.334,1188,1247,31972
1992,d) 3,d) 20 to 99,17994,23194,698213,703665,1092,4.702,1149,4.948,143585,22205,121380,3.156,20.405,154444,57940,96504,8.234,21.949,-10859,-1.543,40.811,670,812,49406
1992,d) 3,e) 100 to 499,1899,4896,356636,351372,390,8.057,279,5.764,79767,15192,64575,4.324,22.702,68788,25538,43250,7.268,19.577,10979,3.125,39.154,50,144,18181
1992,d) 3,f) 500 to 999,134,972,91324,86634,65,6.674,69,7.084,21723,5955,15768,6.874,25.075,12366,2834,9532,3.271,14.274,9357,10.801,28.548,0,0,0
1992,d) 3,g) 1000 to 2499,77,1004,99719,94394,202,21.570,67,7.154,25894,10663,15231,11.296,27.432,15419,3586,11833,3.799,16.335,10475,11.097,32.669,0,0,0
1992,d) 3,h) 2500 to 4999,15,224,42043,35049,38,17.593,22,10.185,19885,2986,16899,8.520,56.736,6440,5363,1077,15.302,18.375,13445,38.361,36.749,(D),(D),(D)
1992,d) 3,i) 5000 to 9999,9,211,37131,48212,(D),(D),18,8.717,3820,(D),2794,(D),7.923,24354,16083,8271,33.359,50.515,-20534,-42.591,15.847,(D),(D),(D)
1992,d) 3,j) 10000+,8,869,78638,81271,(D),(D),(D),(D),6078,(D),5113,(D),7.479,11006,(D),10508,(D),13.542,-4928,-6.064,14.957,0,0,0
1992,e) 4,a) 1 to 4,149977,150146,345528,377333,8350,5.170,31049,19.226,70085,18817,51268,4.987,18.574,133620,81457,52163,21.588,35.412,-63535,-16.838,37.148,24798,24876,67107
1992,e) 4,b) 5 to 9,49935,50612,341894,352737,897,1.742,2676,5.196,62971,7332,55639,2.079,17.852,84757,34060,50697,9.656,24.028,-21786,-6.176,35.704,2220,2258,29332
1992,e) 4,c) 10 to 19,26372,28211,363310,370864,746,2.618,1313,4.608,67009,7659,59350,2.065,18.068,82201,31681,50520,8.542,22.165,-15192,-4.096,36.137,1035,1092,27807
1992,e) 4,d) 20 to 99,17349,22737,668982,671227,1300,5.765,924,4.098,133669,23184,110485,3.454,19.914,137845,47565,90280,7.086,20.536,-4176,-0.622,39.828,567,648,40194
1992,e) 4,e) 100 to 499,1950,6068,370751,364329,601,10.023,458,7.638,83451,21775,61676,5.977,22.905,70442,24908,45534,6.837,19.335,13009,3.571,38.669,51,130,17352
1992,e) 4,f) 500 to 999,179,1561,108688,105425,297,20.398,87,5.975,21983,9330,12653,8.850,20.852,15543,5225,10318,4.956,14.743,6440,6.109,29.487,0,0,0
1992,e) 4,g) 1000 to 2499,109,1506,134810,131960,232,16.033,114,7.878,26587,11576,15011,8.772,20.148,21002,7561,13441,5.730,15.915,5585,4.232,31.831,(D),(D),(D)
1992,e) 4,h) 2500 to 4999,39,2312,107159,111690,150,6.459,171,7.363,15838,2579,13259,2.309,14.180,24650,3729,20921,3.339,22.070,-8812,-7.890,28.361,0,0,0
1992,e) 4,i) 5000 to 9999,8,744,24967,27138,21,2.397,285,32.534,3235,959,2276,3.534,11.921,7351,1955,5396,7.204,27.087,-4116,-15.167,23.841,0,0,0
1992,e) 4,j) 10000+,10,251,46036,45952,(D),(D),(D),(D),4737,(D),2646,(D),10.309,4423,(D),1444,(D),9.625,314,0.683,19.251,0,0,0
1992,f) 5,a) 1 to 4,133281,133479,309598,335546,7392,5.193,25127,17.652,59986,16278,43708,4.851,17.877,111753,65860,45893,19.628,33.305,-51767,-15.428,35.754,19809,19943,53965
1992,f) 5,b) 5 to 9,47533,48223,323119,333719,673,1.371,2404,4.897,54632,5395,49237,1.617,16.371,75734,28333,47401,8.490,22.694,-21102,-6.323,32.741,1821,1901,24093
1992,f) 5,c) 10 to 19,25969,27851,354514,362165,606,2.155,1152,4.096,59349,6032,53317,1.666,16.387,74865,25682,49183,7.091,20.672,-15516,-4.284,32.775,804,842,21786
1992,f) 5,d) 20 to 99,17866,23881,682868,689638,948,3.967,978,4.093,118295,14190,104105,2.058,17.153,131453,40476,90977,5.869,19.061,-13158,-1.908,34.306,478,617,33791
1992,f) 5,e) 100 to 499,2238,7094,440813,435456,661,9.502,386,5.549,84658,17676,66982,4.059,19.441,74182,19033,55149,4.371,17.035,10476,2.406,34.071,34,92,11078
1992,f) 5,f) 500 to 999,284,1890,187348,184857,278,15.583,66,3.700,31329,11635,19694,6.294,16.948,26329,5950,20379,3.219,14.243,5000,2.705,28.486,(D),(D),(D)
1992,f) 5,g) 1000 to 2499,168,2159,233815,237673,171,7.456,440,19.185,34933,7096,27837,2.986,14.698,41626,12677,28949,5.334,17.514,-6693,-2.816,29.396,(D),(D),(D)
1992,f) 5,h) 2500 to 4999,59,1294,181384,171227,24,1.851,29,2.237,35039,2856,32183,1.668,20.464,13608,7512,6096,4.387,7.947,21431,12.516,15.895,(D),(D),(D)
1992,f) 5,i) 5000 to 9999,11,636,60615,62610,38,6.154,(D),(D),3927,1580,2347,2.524,6.272,8116,(D),8114,(D),12.963,-4189,-6.691,12.544,0,0,0
1992,f) 5,j) 10000+,11,282,75910,76635,6,2.135,(D),(D),8149,3197,4952,4.172,10.634,9550,(D),8953,(D),12.462,-1401,-1.828,21.267,0,0,0
1992,g) 6 to 10,a) 1 to 4,487738,488630,1142441,1220689,23878,4.651,73318,14.282,196898,53083,143815,4.349,16.130,353545,193439,160106,15.847,28.963,-156647,-12.833,32.260,56653,57323,155875
1992,g) 6 to 10,b) 5 to 9,192482,195970,1304747,1343734,2428,1.221,8148,4.098,190478,18858,171620,1.403,14.175,268702,87646,181056,6.523,19.997,-78224,-5.821,28.351,5398,5856,72041
1992,g) 6 to 10,c) 10 to 19,107544,116731,1461236,1490105,2061,1.747,4600,3.898,216446,21475,194971,1.441,14.526,273980,82304,191676,5.523,18.387,-57534,-3.861,29.051,2406,2742,65120
1992,g) 6 to 10,d) 20 to 99,76382,104686,2941624,2952748,3780,3.610,3818,3.646,463960,57430,406530,1.945,15.713,486204,122839,363365,4.160,16.466,-22244,-0.753,31.426,1333,1780,93271
1992,g) 6 to 10,e) 100 to 499,9670,33046,1822592,1806489,2388,7.302,1700,5.198,311116,66148,244968,3.662,17.222,278483,72521,205962,4.014,15.416,32633,1.806,30.831,119,302,39722
1992,g) 6 to 10,f) 500 to 999,891,7967,538535,531794,1262,16.588,544,7.150,86331,32908,53423,6.188,16.234,73824,21225,52599,3.991,13.882,12507,2.352,27.764,4,16,6147
1992,g) 6 to 10,g) 1000 to 2499,555,9681,769792,766086,994,10.400,747,7.816,102373,30529,71844,3.985,13.363,95599,27016,68583,3.526,12.479,6774,0.884,24.958,(D),(D),(D)
1992,g) 6 to 10,h) 2500 to 4999,158,5131,411844,406477,632,12.736,295,5.945,59028,21732,37296,5.346,14.522,47746,27026,20720,6.649,11.746,11282,2.776,23.493,(D),(D),(D)
1992,g) 6 to 10,i) 5000 to 9999,64,1922,278395,269595,286,15.548,121,6.578,46811,10810,36001,4.010,17.363,29225,7145,22080,2.650,10.840,17586,6.523,21.681,0,0,0
1992,g) 6 to 10,j) 10000+,49,7742,430566,437193,352,4.582,233,3.033,47450,12192,35258,2.789,10.853,58448,7965,50483,1.822,13.369,-10998,-2.516,21.707,0,0,0
1992,h) 11 to 15,a) 1 to 4,293260,294141,689915,742917,12193,3.962,39470,12.824,107312,26833,80479,3.612,14.445,212065,100542,111523,13.533,28.545,-104753,-14.100,28.889,29557,30066,79314
1992,h) 11 to 15,b) 5 to 9,128296,131587,866461,890019,1522,1.141,5089,3.816,113115,10639,102476,1.195,12.709,160194,47099,113095,5.292,17.999,-47079,-5.290,25.419,2751,3103,36294
1992,h) 11 to 15,c) 10 to 19,76435,84679,1034021,1054427,1494,1.746,3286,3.840,135474,14117,121357,1.339,12.848,176292,46291,130001,4.390,16.719,-40818,-3.871,25.696,1243,1529,33268
1992,h) 11 to 15,d) 20 to 99,57748,84914,2228842,2243907,2920,3.436,3080,3.624,312219,40432,271787,1.802,13.914,342059,74532,267527,3.322,15.244,-29840,-1.330,27.828,669,989,49439
1992,h) 11 to 15,e) 100 to 499,7956,32164,1491982,1489142,2069,6.477,1633,5.112,221295,44423,176872,2.983,14.861,215469,47986,167483,3.222,14.469,5826,0.391,28.939,66,202,20050
1992,h) 11 to 15,f) 500 to 999,730,8495,433115,429142,787,9.481,399,4.807,67432,18532,48900,4.318,15.713,60233,14413,45820,3.359,14.036,7199,1.678,28.071,(D),(D),(D)
1992,h) 11 to 15,g) 1000 to 2499,382,7907,491221,484424,717,9.139,594,7.571,79225,22792,56433,4.705,16.354,65200,14092,51108,2.909,13.459,14025,2.895,26.919,0,0,0
1992,h) 11 to 15,h) 2500 to 4999,122,4742,257738,258654,353,7.536,237,5.060,35171,13261,21910,5.127,13.598,37301,10313,26988,3.987,14.421,-2130,-0.823,27.195,0,0,0
1992,h) 11 to 15,i) 5000 to 9999,60,5543,303291,307971,525,9.584,395,7.211,44304,14605,29699,4.742,14.386,52984,26010,26974,8.446,17.204,-8680,-2.818,28.772,(D),(D),(D)
1992,h) 11 to 15,j) 10000+,27,2946,313200,333986,165,5.512,260,8.685,50493,13323,37170,3.989,15.118,88820,56110,32710,16.800,26.594,-38327,-11.476,30.237,(D),(D),(D)
1992,i) 16 to 20,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,i) 16 to 20,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,i) 16 to 20,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,i) 16 to 20,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,i) 16 to 20,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,i) 16 to 20,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,i) 16 to 20,g) 1000 to 2499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,i) 16 to 20,h) 2500 to 4999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,i) 16 to 20,i) 5000 to 9999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,i) 16 to 20,j) 10000+,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,j) 21 to 25,a) 1 to 4,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,j) 21 to 25,b) 5 to 9,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,j) 21 to 25,c) 10 to 19,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,j) 21 to 25,d) 20 to 99,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,j) 21 to 25,e) 100 to 499,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
1992,j) 21 to 25,f) 500 to 999,0,0,0,0,0,,0,,0,0,0,.,.,0,0,0,.,.,0,.,.,0,0,0
